model,params,checkpoint,training_steps,moves,score_p1,score_p2,n_rounds,noise,family
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",17,19,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'J'), ('J', 'J'), ('J', 'F'), ('F', 'J'), ('J', 'J')]",15,16,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step11000,11000,"[('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",14,8,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",14,18,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('F', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J')]",8,8,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'J')]",9,10,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step17000,17000,"[('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",10,8,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J')]",13,15,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J')]",14,18,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'F'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('F', 'J')]",11,14,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step23000,23000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J')]",10,8,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",13,15,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'F'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J')]",11,13,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",17,17,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step29000,29000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",8,6,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",17,19,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'F'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",8,10,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",15,16,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step35000,35000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J')]",16,16,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",15,16,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step41000,41000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F')]",10,8,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J')]",5,5,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F')]",15,13,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",14,14,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",15,16,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step47000,47000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",7,7,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",18,14,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F')]",14,16,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step53000,53000,"[('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",9,9,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",19,17,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('F', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J')]",11,11,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('F', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'F')]",9,10,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step59000,59000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",7,7,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",6,6,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",18,18,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",18,18,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",19,18,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",6,8,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",11,11,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('F', 'J'), ('J', 'F'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",10,14,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",17,17,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",11,11,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step65000,65000,"[('F', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'J')]",13,13,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",6,6,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",18,18,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",18,18,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",19,18,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F')]",6,8,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'F'), ('J', 'J'), ('J', 'F'), ('F', 'F'), ('F', 'F')]",14,10,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F'), ('J', 'J')]",18,18,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'F'), ('J', 'F')]",17,17,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step71000,71000,"[('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'F'), ('F', 'J')]",16,10,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('J', 'J'), ('J', 'J'), ('F', 'F'), ('F', 'F'), ('F', 'F')]",8,8,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('J', 'J'), ('J', 'J'), ('F', 'F'), ('F', 'F'), ('F', 'F')]",14,14,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('J', 'J'), ('J', 'J'), ('F', 'F'), ('F', 'F'), ('F', 'F')]",14,14,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('J', 'J'), ('J', 'J'), ('F', 'F'), ('F', 'F'), ('F', 'F')]",17,14,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('J', 'J'), ('J', 'J'), ('F', 'F'), ('F', 'F'), ('F', 'F')]",8,14,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('J', 'F'), ('F', 'F'), ('F', 'F'), ('J', 'F'), ('J', 'F')]",16,16,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('J', 'F'), ('F', 'J'), ('F', 'F'), ('F', 'J'), ('F', 'F')]",9,11,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('F', 'J'), ('F', 'J'), ('F', 'J'), ('F', 'F'), ('F', 'J')]",6,6,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('F', 'J'), ('F', 'J'), ('J', 'F'), ('F', 'F'), ('F', 'F')]",10,9,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step77000,77000,"[('F', 'F'), ('F', 'F'), ('J', 'F'), ('F', 'F'), ('F', 'F')]",12,18,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J'), ('J', 'J')]",5,5,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",13,15,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'J')]",11,11,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",14,14,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step83000,83000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",9,9,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",8,8,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('F', 'J')]",14,18,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",14,16,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J'), ('J', 'F')]",12,13,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step89000,89000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",7,7,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Unfair
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Biased
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Second Best
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('J', 'F'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",11,11,10,0.25,Win-win
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",19,17,10,0.25,Prisoner's Dilemma
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'F'), ('J', 'J')]",14,16,10,0.25,Unfair
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('J', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'F')]",15,16,10,0.25,Biased
EleutherAI/pythia-160M-deduped,162322944,step95000,95000,"[('F', 'J'), ('F', 'J'), ('J', 'J'), ('J', 'J'), ('F', 'J')]",11,11,10,0.25,Second Best
EleutherAI/pythia-160M-deduped,162322944,step101000,101000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",5,5,10,0.0,Win-win
EleutherAI/pythia-160M-deduped,162322944,step101000,101000,"[('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J'), ('J', 'J')]",20,20,10,0.0,Prisoner's Dilemma
